"Year","length_cm","weight_kg","sex","area","mode","disp","source"
1997,28.375,NA,"U","Bay","PC","RETAINED","Deb"
1997,34.165,NA,"U","Bay","PC","RETAINED","Deb"
1997,35.8055,NA,"U","Bay","PC","RETAINED","Deb"
1997,36.7705,NA,"U","Bay","PC","RETAINED","Deb"
1997,39.8585,NA,"U","Bay","PC","RETAINED","Deb"
1997,43.429,NA,"U","Bay","PC","RETAINED","Deb"
1997,36.9635,NA,"U","Bay","PC","RETAINED","Deb"
1997,45.0695,NA,"U","Bay","PC","RETAINED","Deb"
1997,33.4895,NA,"U","Bay","PC","RETAINED","Deb"
1997,37.5425,NA,"U","Bay","PC","RETAINED","Deb"
1997,36.481,NA,"U","Bay","PC","RETAINED","Deb"
1997,38.025,NA,"U","Bay","PC","RETAINED","Deb"
1997,38.604,NA,"U","Bay","PC","RETAINED","Deb"
1997,39.2795,NA,"U","Bay","PC","RETAINED","Deb"
1997,42.464,NA,"U","Bay","PC","RETAINED","Deb"
1997,38.5075,NA,"U","Bay","PC","RETAINED","Deb"
1997,36.5775,NA,"U","Bay","PC","RETAINED","Deb"
1997,33.8755,NA,"U","Bay","PC","RETAINED","Deb"
1997,34.744,NA,"U","Bay","PC","RETAINED","Deb"
1997,33.1035,NA,"U","Bay","PC","RETAINED","Deb"
1997,28.0855,NA,"U","Bay","PC","RETAINED","Deb"
1997,29.147,NA,"U","Bay","PC","RETAINED","Deb"
1997,30.9805,NA,"U","Bay","PC","RETAINED","Deb"
1997,37.253,NA,"U","Bay","PC","RETAINED","Deb"
1997,38.411,NA,"U","Bay","PC","RETAINED","Deb"
1997,39.762,NA,"U","Bay","PC","RETAINED","Deb"
1997,35.4195,NA,"U","Bay","PC","RETAINED","Deb"
1997,37.3495,NA,"U","Bay","PC","RETAINED","Deb"
1997,40.148,NA,"U","Bay","PC","RETAINED","Deb"
1997,46.0345,NA,"U","Bay","PC","RETAINED","Deb"
1997,39.183,NA,"U","Bay","PC","RETAINED","Deb"
1997,40.341,NA,"U","Bay","PC","RETAINED","Deb"
1997,46.0345,NA,"U","Bay","PC","RETAINED","Deb"
1997,40.6305,NA,"U","Bay","PC","RETAINED","Deb"
1997,41.499,NA,"U","Bay","PC","RETAINED","Deb"
1997,43.429,NA,"U","Bay","PC","RETAINED","Deb"
1997,42.271,NA,"U","Bay","PC","RETAINED","Deb"
1997,41.0165,NA,"U","Bay","PC","RETAINED","Deb"
1997,44.201,NA,"U","Bay","PC","RETAINED","Deb"
1997,33.972,NA,"U","Bay","PC","RETAINED","Deb"
1997,40.534,NA,"U","Bay","PC","RETAINED","Deb"
1997,32.7175,NA,"U","Bay","PC","RETAINED","Deb"
1997,33.8755,NA,"U","Bay","PC","RETAINED","Deb"
1997,38.411,NA,"U","Bay","PC","RETAINED","Deb"
1997,38.604,NA,"U","Bay","PC","RETAINED","Deb"
1997,34.6475,NA,"U","Bay","PC","RETAINED","Deb"
1997,36.1915,NA,"U","Bay","PC","RETAINED","Deb"
1997,36.3845,NA,"U","Bay","PC","RETAINED","Deb"
1997,37.06,NA,"U","Bay","PC","RETAINED","Deb"
1997,41.9815,NA,"U","Bay","PC","RETAINED","Deb"
1997,33.393,NA,"U","Bay","PC","RETAINED","Deb"
1997,40.341,NA,"U","Bay","PC","RETAINED","Deb"
1997,44.394,NA,"U","Bay","PC","RETAINED","Deb"
1997,44.4905,NA,"U","Bay","PC","RETAINED","Deb"
1997,33.1035,NA,"U","Bay","PC","RETAINED","Deb"
1997,26.831,NA,"U","Bay","PC","RETAINED","Deb"
1997,39.955,NA,"U","Bay","PC","RETAINED","Deb"
1997,40.534,NA,"U","Bay","PC","RETAINED","Deb"
1998,40.2445,NA,"U","Central","PC","RETAINED","Deb"
1998,34.165,NA,"U","Bay","PC","RETAINED","Deb"
1998,32.3315,NA,"U","Bay","PC","RETAINED","Deb"
1998,35.8055,NA,"U","Bay","PC","RETAINED","Deb"
1998,38.025,NA,"U","Bay","PC","RETAINED","Deb"
1998,40.148,NA,"U","Bay","PC","RETAINED","Deb"
1998,30.9805,NA,"U","Bay","PC","RETAINED","Deb"
1998,40.4375,NA,"U","Bay","PC","RETAINED","Deb"
1998,30.498,NA,"U","Bay","PC","RETAINED","Deb"
1998,32.9105,NA,"U","Bay","PC","RETAINED","Deb"
1998,34.551,NA,"U","Bay","PC","RETAINED","Deb"
1998,34.8405,NA,"U","Bay","PC","RETAINED","Deb"
1998,36.674,NA,"U","Bay","PC","RETAINED","Deb"
1998,33.393,NA,"U","Bay","PC","RETAINED","Deb"
1998,29.147,NA,"U","Bay","PC","RETAINED","Deb"
1998,39.8585,NA,"U","Bay","PC","RETAINED","Deb"
1998,26.1555,NA,"U","Bay","PC","RETAINED","Deb"
1998,37.639,NA,"U","Bay","PC","RETAINED","Deb"
1998,30.305,NA,"U","Bay","PC","RETAINED","Deb"
1998,32.235,NA,"U","Bay","PC","RETAINED","Deb"
1998,32.428,NA,"U","Bay","PC","RETAINED","Deb"
1998,33.2,NA,"U","Bay","PC","RETAINED","Deb"
1998,34.0685,NA,"U","Bay","PC","RETAINED","Deb"
1998,34.165,NA,"U","Bay","PC","RETAINED","Deb"
1998,37.253,NA,"U","Bay","PC","RETAINED","Deb"
1998,39.8585,NA,"U","Bay","PC","RETAINED","Deb"
1998,40.2445,NA,"U","Bay","PC","RETAINED","Deb"
1998,43.815,NA,"U","Bay","PC","RETAINED","Deb"
1998,50.0875,NA,"U","Bay","PC","RETAINED","Deb"
1998,34.8405,NA,"U","Bay","PC","RETAINED","Deb"
1998,38.7005,NA,"U","Bay","PC","RETAINED","Deb"
1998,39.2795,NA,"U","Bay","PC","RETAINED","Deb"
1998,41.499,NA,"U","Bay","PC","RETAINED","Deb"
1998,44.4905,NA,"U","Bay","PC","RETAINED","Deb"
1998,47.868,NA,"U","Bay","PC","RETAINED","Deb"
1998,36.674,NA,"U","Bay","PC","RETAINED","Deb"
1998,39.183,NA,"U","Bay","PC","RETAINED","Deb"
1998,42.271,NA,"U","Bay","PC","RETAINED","Deb"
1998,33.4895,NA,"U","Bay","PC","RETAINED","Deb"
1998,44.2975,NA,"U","Central","PC","RETAINED","Deb"
1998,30.112,NA,"U","Bay","PC","RETAINED","Deb"
1998,30.305,NA,"U","Bay","PC","RETAINED","Deb"
1998,33.6825,NA,"U","Bay","PC","RETAINED","Deb"
1998,36.7705,NA,"U","Bay","PC","RETAINED","Deb"
1988,41.4025,NA,"U","Bay","PC","RETAINED","Deb"
1989,38.218,NA,"U","Bay","PC","RETAINED","Deb"
1990,35.323,NA,"U","Bay","PC","RETAINED","Deb"
1992,34.8405,NA,"U","Bay","PC","RETAINED","Deb"
1992,37.639,NA,"U","Bay","PC","RETAINED","Deb"
1993,49.026,NA,"U","Redwood","PC","RETAINED","Deb"
1995,39.955,NA,"U","Bay","PC","RETAINED","Deb"
1995,40.8235,NA,"U","Bay","PC","RETAINED","Deb"
1995,38.7005,NA,"U","Bay","PC","RETAINED","Deb"
1995,46.324,NA,"U","Bay","PC","RETAINED","Deb"
1995,36.867,NA,"U","Bay","PC","RETAINED","Deb"
1995,34.8405,NA,"U","Bay","PC","RETAINED","Deb"
1995,35.2265,NA,"U","Bay","PC","RETAINED","Deb"
1995,35.6125,NA,"U","Bay","PC","RETAINED","Deb"
1995,36.1915,NA,"U","Bay","PC","RETAINED","Deb"
1996,35.323,NA,"U","Bay","PC","RETAINED","Deb"
1997,33.8755,NA,"U","Bay","PC","RETAINED","Deb"
1998,38.025,NA,"U","Bay","PC","RETAINED","Deb"
1995,38.797,NA,"U","Bay","PC","RETAINED","Deb"
1995,38.797,NA,"U","Bay","PC","RETAINED","Deb"
